AGE,GRADE,GENDER,IMMIG,REPEAT,STUDYHMW,EXPECEDU,RELATST,FAMSUP,SCHSUST,PAREDINT,HISEI,ICTRES,HOMEPOS,ESCS,ICTQUAL,ICTREG,ICTDISTR,ICTEFFIC,PQSCHOOL,PAREXPT,Achievement,ICTSTUDY,ICTLEISURE
0.1461792247064756,0.2860316611414784,-0.2945296146995597,-0.2323128098116671,-0.2690964023798112,0.590495671325873,0.35108083419281894,0.3141775113079945,0.39901616300248394,0.26895850942634963,-0.45745364416036616,-0.827709803870293,-0.24105001781088736,-0.4974971504757575,-0.7510497837559226,0.16306613429766145,0.3249893711985363,0.1480469030454046,0.18125104678378257,0.1430760055711603,0.19470619849462256,-0.3667847496849062,0.38975190487191397,0.29680539052629235
-0.05864032463264511,0.17445001788485698,-0.38738021916699233,-0.27929662814274514,-0.263234089847767,0.2494700229273671,0.37878415602065896,-0.32135473980585944,-0.03338638837534217,-0.1488620218974936,0.5300106592096727,0.6188584774988375,0.18187189388869268,0.3047795344331722,0.6179240105757419,-0.2437187673488174,0.20581488352381888,0.8292674858609753,-0.08666137784178869,-0.08895223022058675,0.16674227243233009,-0.04757181566062097,0.1283831015616755,0.33379407366461344
-0.02740875245182331,-0.051800798710931406,0.09318851883020893,-0.061536500667851074,-0.06780506722111397,-0.11467195974175778,-0.4175801925339653,-0.08248582795249658,-0.14027282396808047,-0.06768345916280717,-0.33588860266640225,-0.33502612954763616,0.021847671260558667,-0.12314962761059689,-0.3398152410233383,-0.11025643226528418,-0.06554739430218216,-0.04056965041593131,-0.13959721124461438,-0.4351072715457031,-3.8678139741519737,-0.25089890373736895,-0.2704117801131604,-0.021774759958850073
0.026114392416726126,-0.08655040296280798,-0.06462031035389527,-0.1651054885596404,-0.17173728318264012,0.04154212574694917,-0.013472515597365781,-0.00691060125345922,-0.42638718324004654,-0.45126440176008253,-1.628409718067938,-1.0808376783754738,-1.8226966305197538,-1.6990490100873694,-1.8805779490813856,-0.3588847642166478,0.3103087883405287,0.22088767363691594,-0.4764159390157696,0.13076412788595035,0.2286592920776719,-0.960156660061674,-0.3353950839332478,-0.19201375826076347
0.07900395867644001,0.1362986634296461,0.22415344308931204,-0.2125673246320231,-0.25112851238361705,-0.4304893142825512,0.21266262927061774,-0.6034438684034346,-0.6654509047693582,-0.5956941220861688,0.0007601095733350296,-0.26321867117918535,-0.22654328918102892,-0.42879723461036195,-0.29226165938515714,-0.8502912928738019,-0.7865486560346551,-0.4074629295811079,-0.719258442115199,-0.09346277974404764,0.14712613643209296,-0.35827839073751955,-1.0718549533141657,-0.630280347941628
-0.18487381241343587,-0.029733688048836682,0.29314096090145675,-0.2328378047473754,-0.2712355776757661,-0.5508473122296719,-1.2516384365609294,-0.21481542361990613,-0.2146759130769344,-0.18563157601946115,-0.31894460207508685,-0.4604527186402988,0.13775836665759286,-0.0771608024540052,-0.36211988707150705,-0.009766204303308585,-0.05770410181788388,-0.19161507316613433,-0.12439752192503288,-0.03960944374074741,0.24913742026047564,-0.13418221145414735,-0.1988060556661136,0.15138820984039608
0.027205074620614406,0.11170212671736401,0.16341441737198276,-0.253698772217514,-0.25837325377279724,-0.2805157875901861,0.15919262533951373,-0.0019496187333444752,0.004589174347442936,0.053490755656888656,0.5916521850380122,0.8233219173950399,0.45639010426461757,0.8238098212433125,0.9479623386028623,0.007264761449457884,-0.20143052066804065,-0.4597173235516712,0.08411627652330336,-0.04165879504437126,0.17121327173835071,0.9723692793076637,-0.15690936985697837,-0.3741778512622397
0.008856529512254137,0.23148347155221324,-0.02969736561257101,-0.22608457686597486,-0.2350340140912646,0.45991505569087,0.33798023081420625,0.836011540505496,0.8255660837815126,0.8843336035384174,0.5025881080789212,0.5997937534831956,0.46860084022646975,0.5757645653141346,0.7126147035247075,1.0458038410175687,0.10239870362081524,-0.046136058566582566,0.8761228764094401,0.17166042871797063,0.19613451081168867,0.248864049495211,1.0208784426216884,0.21761070995488663
0.009146085528757737,-1.7439664977061773,0.2123353841506389,0.290520080178773,3.6771973100020467,-0.051246345404080594,-0.2342614202556325,-0.06030721486216448,-0.2540144008060482,-0.23207015524756194,-0.3304439851058187,-0.5056720207925056,-0.3974913181010348,-0.5289134485460892,-0.5814283039252619,-0.15920876882617999,0.08915560698314703,0.028678199160510967,-0.22450822577171112,0.08295229196897619,-0.0349262903191838,-0.8704616233518424,-0.1705007623764815,0.1452889628203188
-0.010267566982375747,0.00047039213747762415,-0.039990545303952116,3.1773547251922496,-0.1579524269468104,0.05231488546137203,0.18400124642934967,0.028977713396234128,-0.05230332699259749,0.049601365205791004,0.07142617191615099,-0.030031606622284105,0.287844377368211,0.016442233970501808,0.027122484110563626,0.19291919262536178,0.045469737561118495,-0.05655753620502867,0.11725689690254518,0.024671961690421577,0.11841142092065163,0.3115633494570447,0.17631880237935946,-0.028331483352261
